,cast,crew,id
302,"['Irène Jacob', 'Jean-Louis Trintignant', 'Jean-Pierre Lorit']",Krzysztof Kieślowski,110
303,"['Juliette Binoche', 'Benoît Régent', 'Florence Pernel']",Krzysztof Kieślowski,108
304,"['Zbigniew Zamachowski', 'Julie Delpy', 'Janusz Gajos']",Krzysztof Kieślowski,109
305,"['Ning Jing', 'Wu Gang']",He Ping,159185
306,"['Leslie Nielsen', 'Christopher Lloyd', 'Matt McCoy']",Fred Gerber,36357
307,"['Darlanne Fluegel', 'James Brolin', 'Martin Neufeld']",George Mihalka,92769
308,"['Al Franken', 'Laura San Giacomo', ""Vincent D'Onofrio""]",Harold Ramis,28033
309,"['Michelle Nicastro', 'Jack Palance', 'Howard McGillin']",Richard Rich,22586
310,"['Jeni Courtney', 'Eileen Colgan', 'Mick Lally']",John Sayles,14334
311,"['Sylvester Stallone', 'Sharon Stone', 'James Woods']",Luis Llosa,2636
312,"['Kurt Russell', 'James Spader', 'Jaye Davidson']",Roland Emmerich,2164
313,"['Tim Allen', 'Judge Reinhold', 'Wendy Crewson']",John Pasquin,11395
314,"['Tim Robbins', 'Morgan Freeman', 'Bob Gunton']",Frank Darabont,278
315,"['Kerry Fox', 'Christopher Eccleston', 'Ewan McGregor']",Danny Boyle,9905
316,"['Dennis Haysbert', 'Michael Harris', 'Mel Harris']",Scott McGehee,87078
317,"['Jorge Perugorría', 'Vladimir Cruz', 'Mirta Ibarra']",Tomás Gutiérrez Alea,12527
318,"['Kevin Spacey', 'Frank Whaley', 'Michelle Forbes']",George Huang,20306
319,"['Jack Thompson', 'John Polson', 'Deborah Kennedy']",Kevin Dowling,36614
320,"['Matt Frewer', 'Valerie Mahaffey', 'Lawrence Dane']",Kelly Makin,27993
321,"['Ge You', 'Gong Li', 'Niu Ben']",Zhang Yimou,31439
322,"['Lori Petty', 'Ice-T', 'Naomi Watts']",Rachel Talalay,9067
323,"['Billy Zane', 'William Sadler', 'Jada Pinkett Smith']",Ernest R. Dickerson,9059
324,"['Patrick Stewart', 'Jonathan Frakes', 'Brent Spiner']",David Carson,193
325,"['Clarence Williams III', 'Corbin Bernsen', 'David Alan Grier']",Rusty Cundieff,25066
326,"['Willem Dafoe', 'Miranda Richardson', 'Rosemary Harris']",Brian Gilbert,46797
327,"['Christopher Reeve', 'Kirstie Alley', 'Linda Kozlowski']",John Carpenter,12122
328,"['Chris Farley', 'David Spade', 'Brian Dennehy']",Peter Segal,11381
329,"['Wallace Shawn', 'Julianne Moore', 'Larry Pine']",Louis Malle,32636
330,"['Peter Gallagher', 'Alison Elliott', 'William Fichtner']",Steven Soderbergh,36141
331,"['Allen Payne', 'Eddie Griffin', 'Joe Morton']",Preston A. Whitmore II,95963
332,"['Johnny Depp', 'Leonardo DiCaprio', 'Juliette Lewis']",Lasse Hallström,1587
333,"['Denzel Washington', 'Russell Crowe', 'Kelly Lynch']",Brett Leonard,9271
334,"['Sandra Bullock', 'Bill Pullman', 'Peter Gallagher']",Jon Turteltaub,2064
335,"['Elijah Wood', 'Kevin Costner', 'Mare Winningham']",Jon Avnet,19855
336,"['Sandra Oh', 'Stephen Chang', 'Alannah Ong']",Mina Shum,60855
337,"['Toni Collette', 'Bill Hunter', 'Rachel Griffiths']",P.J. Hogan,236
338,"['Schuyler Fisk', 'Bre Blair', 'Rachael Leigh Cook']",Melanie Mayron,48287
339,"['Jim Carrey', 'Sean Young', 'Courteney Cox']",Tom Shadyac,3049
340,"['Terence Stamp', 'Hugo Weaving', 'Guy Pearce']",Stephan Elliott,2759
341,"['Stephen Dorff', 'Ian Hart', 'Sheryl Lee']",Iain Softley,12635
342,"['Hugh Grant', 'Kristin Scott Thomas', 'Emmanuelle Seigner']",Roman Polanski,10497
343,"['John Cusack', 'Dianne Wiest', 'Jennifer Tilly']",Woody Allen,11382
344,"['Harrison Ford', 'Willem Dafoe', 'Anne Archer']",Phillip Noyce,9331
345,"['Susan Sarandon', 'Tommy Lee Jones', 'Mary-Louise Parker']",Joel Schumacher,10731
346,"['Whoopi Goldberg', 'Ray Liotta', 'Tina Majorino']",Jessie Nelson,10464
347,"['Alfre Woodard', 'Delroy Lindo', 'David Patrick Kelly']",Spike Lee,34152
348,"['Brandon Lee', 'Rochelle Davis', 'Ernie Hudson']",Alex Proyas,9495
349,"['Tommy Lee Jones', 'Robert Wuhl', 'Lolita Davidovich']",Ron Shelton,29973
350,"['John Goodman', 'Elizabeth Perkins', 'Rick Moranis']",Brian Levant,888
351,"['Tom Hanks', 'Robin Wright', 'Gary Sinise']",Robert Zemeckis,13
352,"['Hugh Grant', 'Andie MacDowell', 'James Fleet']",Mike Newell,712
353,"['Omar Epps', 'Kristy Swanson', 'Michael Rapaport']",John Singleton,16295
354,"['Lauren Vélez', 'Jon Seda', 'Tomas Melly']",Darnell Martin,48992
355,"['Nick Nolte', 'Saul Rubinek', 'James Rebhorn']",Charles Shyer,10879
356,"['Nicolas Cage', 'Bridget Fonda', 'Rosie Perez']",Andrew Bergman,10660
357,"['Jason Scott Lee', 'Cary Elwes', 'Lena Headey']",Stephen Sommers,10714
358,"['Leni Riefenstahl', 'Marlene Dietrich', 'Walter Frentz']",Ray Müller,41647
359,"['Jonathan Taylor Thomas', 'Matthew Broderick', 'James Earl Jones']",Roger Allers,8587
360,"['Keanu Reeves', 'Bridget Fonda', 'Chris Isaak']",Bernardo Bertolucci,1689
361,"['Heather Langenkamp', 'Robert Englund', 'Miko Hughes']",Wes Craven,11596
362,"['Jim Carrey', 'Cameron Diaz', 'Nancy Fish']",Chuck Russell,854
363,"['Mel Gibson', 'Jodie Foster', 'James Garner']",Richard Donner,9359
364,"['Jennifer Jason Leigh', 'Campbell Scott', 'Matthew Broderick']",Alan Rudolph,23333
365,"['Leslie Nielsen', 'Priscilla Presley', 'George Kennedy']",Peter Segal,36593
366,"['Michael Keaton', 'Robert Duvall', 'Glenn Close']",Ron Howard,12280
367,"['Winona Ryder', 'Ben Stiller', 'Janeane Garofalo']",Ben Stiller,2788
368,"['Nicolas Cage', 'Dennis Hopper', 'Lara Flynn Boyle']",John Dahl,10427
369,"['Macaulay Culkin', 'John Larroquette', 'Edward Herrmann']",Donald Petrie,11011
370,"['Susan Sarandon', 'Nick Stahl', 'Sam Shepard']",Robert Allan Ackerman,49803
371,"['Meryl Streep', 'David Strathairn', 'Kevin Bacon']",Curtis Hanson,8987
372,"['Keanu Reeves', 'Dennis Hopper', 'Sandra Bullock']",Jan de Bont,1637
373,"['Michael Keaton', 'Geena Davis', 'Christopher Reeve']",Ron Underwood,15128
374,"['Jean-Claude Van Damme', 'Mia Sara', 'Ron Silver']",Peter Hyams,8831
375,"['Arnold Schwarzenegger', 'Jamie Lee Curtis', 'Tom Arnold']",James Cameron,36955
376,"['Andy García', 'Meg Ryan', 'Ellen Burstyn']",Luis Mandoki,10449
377,"['Jack Nicholson', 'Christopher Plummer', 'James Spader']",Mike Nichols,10395
378,"['Kevin Costner', 'Dennis Quaid', 'Gene Hackman']",Lawrence Kasdan,12160
379,"['Laurence Fishburne', 'Ellen Barkin', 'Frank Langella']",Damian Harris,40480
380,"['Albert Finney', 'Brenda Fricker', 'Michael Gambon']",Suri Krishnamma,52038
381,"['Stephen Dorff', 'Reese Witherspoon', 'Jake Busey']",Jefery Levy,29444
382,"['Keenen Ivory Wayans', 'Charles S. Dutton', 'Jada Pinkett Smith']",Keenen Ivory Wayans,26352
383,"['James Andrews', 'Mary Beth Aylesworth', 'Mike Barbour']",Robert Lee King,39953
384,"['Gérard Depardieu', 'Fanny Ardant', 'Fabrice Luchini']",Yves Angelo,41580
385,"['Tura Satana', 'Haji', 'Lori Williams']",Russ Meyer,315
386,"['Allen Payne', 'Jada Pinkett Smith', 'Bokeem Woodbine']",Doug McHenry,22067
387,"['Nick Upton', 'Deborah Collard', 'Frank Passingham']",Dave Borthwick,18242
388,"['Jean-Claude Van Damme', 'Raúl Juliá', 'Ming-Na Wen']",Steven E. de Souza,11667
389,"['Michael J. Fox', 'Jason Priestley', 'Kimberly Williams-Paisley']",Wallace Wolodarsky,32502
390,"['Michael A. Nickles', 'Adam Ant', 'Heather Graham']",Michael A. Nickles,267188
391,"['Steve Alden', 'David Arquette', 'Stephen Baldwin']",Paul Warner,28732
392,"['Eddie Bowz', 'Heather Medway', 'Ann Turkel']",Vincent Robert,75555
393,[],Theodore Thomas,42981
394,"['Эрика Элениак', 'William McNamara', 'Michael Lerner']",Lucas Platt,278939
395,"['Blythe Danner', 'Frank Whaley', 'Sheryl Lee']",Ross Kagan Marks,291731
396,"['Edward James Olmos', 'Sean Young', 'James Andronica']",Paul Williams,226229
397,"['Robert Wuhl', 'Tom Selleck', 'Joe Piscopo']",Robert Wuhl,203119
398,"['Damián Alcázar', 'Pedro Armendáriz Jr.', 'Dolores Heredia']",Roberto Sneider,172923
399,['Roscoe Lee Browne'],Jack Baxter,316098
400,"['Christopher Lambert', 'Mario Van Peebles', 'Deborah Kara Unger']",Andrew Morahan,8011
401,"['Nicholas Turturro', 'Anthony DeSando', 'Libby Langdon']",Michael Corrente,171857
402,"['Sam Neill', 'Julie Carmen', 'Jürgen Prochnow']",John Carpenter,2654
403,"['Luke Perry', 'Stephen Baldwin', 'Cynthia Geary']",John G. Avildsen,18069
404,"['Duane Martin', 'Tupac Amaru Shakur', 'Bernie Mac']",Jeff Pollack,19092
405,"['Raúl Juliá', 'Anjelica Huston', 'Christopher Lloyd']",Barry Sonnenfeld,2758
406,['Martin Lawrence'],Thomas Schlamme,38129
407,"['Daniel Day-Lewis', 'Michelle Pfeiffer', 'Winona Ryder']",Martin Scorsese,10436
408,"['Brendan Fraser', 'Steve Buscemi', 'Adam Sandler']",Michael Lehmann,13595
409,"['Kevin Bacon', 'Charles Gitonga Maina', 'Yolanda Vazquez']",Paul Michael Glaser,46094
410,"['Richard Dreyfuss', 'Emilio Estevez', ""Rosie O'Donnell""]",John Badham,9409
411,"['Madeleine Stowe', 'Mary Stuart Masterson', 'Andie MacDowell']",Jonathan Kaplan,11853
412,"['Taylor Nichols', 'Chris Eigeman', 'Mira Sorvino']",Whit Stillman,16771
413,"['Robin Williams', 'Maudie Johnson', 'Max Johnson']",Bill Forsyth,46924
414,"['Jim Varney', 'Diedrich Bader', 'Эрика Элениак']",Penelope Spheeris,11041
415,"['Eddie Murphy', 'Judge Reinhold', 'Héctor Elizondo']",John Landis,306
416,"['Alan Cumming', 'Sean Bean', 'David Thewlis']",Caroline Thompson,14522
417,"['Madeleine Stowe', 'Aidan Quinn', 'James Remar']",Michael Apted,26203
418,"['Jeff Bridges', 'Tommy Lee Jones', 'Suzy Amis']",Stephen Hopkins,178
419,"['Nick Nolte', ""Shaquille O'Neal"", 'Mary McDonnell']",William Friedkin,19819
420,"['Jessica Lange', 'Tommy Lee Jones', 'Powers Boothe']",Tony Richardson,57834
421,"['Gabrielle Anwar', 'Terry Kinney', 'Billy Wirth']",Abel Ferrara,4722
422,"['Julian Sands', 'Sherilyn Fenn', 'Bill Paxton']",Jennifer Chambers Lynch,18215
423,"['Robert De Niro', 'Chazz Palminteri', 'Lillo Brancato']",Robert De Niro,1607
424,"['Chris Elliott', 'Ritch Brinkley', 'James Gammon']",Adam Resnick,26391
425,"['Jason Priestley', 'Gabriel Olds', ""Jerry O'Connell""]",John Whitesell,117553
426,"['Al Pacino', 'Sean Penn', 'Penelope Ann Miller']",Brian De Palma,6075
427,"['Billy Crystal', 'Daniel Stern', 'Jon Lovitz']",Paul Weiland,11310
428,"['Dana Carvey', 'Valeria Golino', 'James Earl Jones']",Mick Jackson,18658
429,"['Sylvester Stallone', 'John Lithgow', 'Michael Rooker']",Renny Harlin,9350
430,"['Robert Knott', 'Dan Aykroyd', 'Jane Curtin']",Steve Barron,9612
431,"['Bruce Willis', 'Jane March', 'Rubén Blades']",Richard Rush,2124
432,"['Chevy Chase', 'Jack Palance', 'Dianne Wiest']",Michael Ritchie,26261
433,"['Woody Harrelson', 'Kiefer Sutherland', 'Dylan McDermott']",Gregg Champion,19176
434,"['Harvey Keitel', 'Madonna', 'James Russo']",Abel Ferrara,49299
435,"['Kevin Kline', 'Sigourney Weaver', 'Frank Langella']",Ivan Reitman,11566
436,"['Jason London', 'Rory Cochrane', 'Wiley Wiggins']",Richard Linklater,9571
437,"['Sylvester Stallone', 'Wesley Snipes', 'Sandra Bullock']",Marco Brambilla,9739
438,[],Bruce Brown,24257
439,"['Uma Thurman', 'Lorraine Bracco', 'Pat Morita']",Gus Van Sant,34444
440,"['Armand Assante', 'Sherilyn Fenn', 'Kate Nelligan']",Carl Reiner,26141
441,"['Leslie Cheung', 'Gong Li', 'Zhang Fengyi']",Chen Kaige,10997
442,"['Harley Jane Kozak', 'Elizabeth McGovern', 'Bill Pullman']",Donald Petrie,50463
443,"['Jeff Bridges', 'Isabella Rossellini', 'Rosie Perez']",Peter Weir,10443
444,"['Larry B. Scott', 'Mark Christopher Lawrence', 'Rusty Cundieff']",Rusty Cundieff,20239
445,"['Joe Pesci', 'Brendan Fraser', 'Moira Kelly']",Alek Keshishian,16297
446,"['Meg Ryan', 'Dennis Quaid', 'James Caan']",Steve Kloves,18551
447,"['Mia Farrow', 'Jim Broadbent', 'Natasha Richardson']",John Irvin,25440
448,"['Michael J. Fox', 'Gabrielle Anwar', 'Anthony Higgins']",Barry Sonnenfeld,9024
449,"['Tom Cruise', 'Jeanne Tripplehorn', 'Gene Hackman']",Sydney Pollack,37233
450,"['Jason James Richter', 'Lori Petty', 'August Schellenberg']",Simon Wincer,1634
451,"['Sean Nelson', 'Giancarlo Esposito', 'Samuel L. Jackson']",Boaz Yakin,13815
452,"['Harrison Ford', 'Tommy Lee Jones', 'Sela Ward']",Andrew Davis,5503
453,"['Jason Patric', 'Wes Studi', 'Gene Hackman']",Walter Hill,35588
454,"['Alec Baldwin', 'Kim Basinger', 'Michael Madsen']",Roger Donaldson,2087
455,"['Macaulay Culkin', 'Ted Danson', 'Glenne Headly']",Howard Deutch,41579
456,"['Guinevere Turner', 'V.S. Brodie', 'T. Wendy McMillan']",Rose Troche,18620
457,"['Colin Friels', 'Sean Connery', 'John Lithgow']",Bruce Beresford,41006
458,"['Rebecca De Mornay', 'Don Johnson', 'Dana Ivey']",Sidney Lumet,4916
459,"['Jean-Claude Van Damme', 'Arnold Vosloo', 'Lance Henriksen']",John Woo,2019
460,"['Tommy Lee Jones', 'Robert John Burke', 'Timothy Carhart']",Oliver Stone,31642
461,"['Charlie Sheen', 'Lloyd Bridges', 'Valeria Golino']",Jim Abrahams,9255
462,"['Dana Delany', 'Kim Cattrall', 'Cynthia Stevenson']",Julianna Lavin,26271
463,"['Hugh Grant', 'Tara Fitzgerald', 'Colm Meaney']",Christopher Monger,10612
464,"['Meryl Streep', 'Glenn Close', 'Jeremy Irons']",Bille August,2259
465,"['Bernie Mac', 'Chris Tucker', 'Christopher Reid']",Eric Meza,16097
466,"['Tim Robbins', 'Jennifer Jason Leigh', 'Paul Newman']",Joel Coen,11934
467,"['Nick Nolte', 'Woody Harrelson', 'Albert Brooks']",James L. Brooks,106143
468,"['Pauly Shore', 'Andy Dick', 'Lori Petty']","Daniel Petrie, Jr.",12475
469,"['Clint Eastwood', 'Rene Russo', 'John Malkovich']",Wolfgang Petersen,9386
470,"['Daniel Day-Lewis', 'Pete Postlethwaite', 'Emma Thompson']",Jim Sheridan,7984
471,"['Larenz Tate', 'Joe Morton', 'Suzzanne Douglas']",Matty Rich,59930
472,"['Angela Bassett', 'Laurence Fishburne', 'Vanessa Bell Calloway']",Brian Gibson,15765
473,"['Joe Pesci', 'Christian Slater', 'Victoria Abril']",Barry Levinson,31643
474,"['Emilio Estevez', 'Cuba Gooding Jr.', 'Denis Leary']",Stephen Hopkins,6
475,"['Sam Neill', 'Laura Dern', 'Jeff Goldblum']",Steven Spielberg,329
476,"['Brad Pitt', 'David Duchovny', 'Juliette Lewis']",Dominic Sena,10909
477,"['Eric Stoltz', 'Julie Delpy', 'Jean-Hugues Anglade']",Roger Avary,507
478,"['Jesse Bradford', 'Jeroen Krabbé', 'Lisa Eichhorn']",Steven Soderbergh,34024
479,"['Tom Guiry', 'Helen Slater', 'Jon Tenney']",Daniel Petrie,29918
480,"['Arnold Schwarzenegger', 'F. Murray Abraham', 'Art Carney']",John McTiernan,9593
481,"['Michael J. Fox', 'Christina Vidal', 'Nathan Lane']",James Lapine,42580
482,"['Paul Hogan', ""Beverly D'Angelo"", 'Cuba Gooding Jr.']",Simon Wincer,22317
483,"['Jeremy Irons', 'John Lone', 'Barbara Sukowa']",David Cronenberg,1413
484,"['Whoopi Goldberg', 'Ted Danson', 'Nia Long']",Richard Benjamin,12121
485,"['Alec Baldwin', 'Nicole Kidman', 'Bill Pullman']",Harold Becker,2246
486,"['Mel Gibson', 'Nick Stahl', 'Margaret Whitton']",Mel Gibson,10502
487,"['Woody Allen', 'Diane Keaton', 'Jerry Adler']",Woody Allen,10440
488,"['Tyrin Turner', 'Larenz Tate', 'Glenn Plummer']",Albert Hughes,9516
489,"['Kurt Russell', 'Steven Seagal', 'Halle Berry']",Stuart Baird,2320
490,"['Eiko Matsuda', 'Tatsuya Fuji', 'Aoi Nakajima']",Nagisa Ōshima,5879
491,"['Karen Sillas', 'Tom Noonan']",Tom Noonan,83718
492,"['Kenneth Branagh', 'Richard Briers', 'Michael Keaton']",Kenneth Branagh,11971
493,"['Richard Gere', 'Lena Olin', 'Anne Bancroft']",Mike Figgis,2625
494,"['Matt Dillon', 'Annabella Sciorra', 'Mary-Louise Parker']",Anthony Minghella,31911
495,"['Robin Williams', 'Sally Field', 'Pierce Brosnan']",Chris Columbus,788
496,"['David Thewlis', 'Lesley Sharp', 'Katrin Cartlidge']",Mike Leigh,21450
497,"['Pat Morita', 'Hilary Swank', 'Michael Ironside']",Christopher Cain,11231
498,"['Peter Weller', 'Judy Davis', 'Patrick Bauchau']",Michael Tolkin,41588
499,"['Ray Liotta', 'Lance Henriksen', 'Stuart Wilson']",Martin Campbell,10447
500,"['Elijah Wood', 'Jason Alexander', 'Julia Louis-Dreyfus']",Rob Reiner,31586
501,"['Tilda Swinton', 'Billy Zane', 'Lothaire Bluteau']",Sally Potter,9300
502,"['Kevin Costner', 'Clint Eastwood', 'Laura Dern']",Clint Eastwood,9559
503,"['Tom Hanks', 'Denzel Washington', 'Jason Robards']",Jonathan Demme,9800
504,"['Holly Hunter', 'Harvey Keitel', 'Sam Neill']",Jane Campion,713
505,"['Janet Jackson', 'Tupac Amaru Shakur', 'Regina King']",John Singleton,8291
506,"['James Caan', 'Halle Berry', 'Omar Epps']",David S. Ward,18133
507,"['Donald Sutherland', 'Eric Thal', 'Julie Warner']",Stuart Orme,25557
508,"['Brian Benben', 'Mary Stuart Masterson', 'Ned Beatty']",Mel Smith,22588
509,"['Denis Leary', 'Judy Davis', 'Kevin Spacey']",Ted Demme,10872
510,"['Anthony Hopkins', 'Emma Thompson', 'James Fox']",James Ivory,1245
511,"['Danny DeVito', 'Mark Wahlberg', 'Gregory Hines']",Penny Marshall,11858
512,"['Sean Connery', 'Wesley Snipes', 'Harvey Keitel']",Philip Kaufman,7007
513,"['Anthony Hopkins', 'Bridget Fonda', 'Matthew Broderick']",Alan Parker,10467
514,"['Robert John Burke', 'Nancy Allen', 'Mario Machado']",Fred Dekker,5550
515,"['Cary Elwes', 'Dom DeLuise', 'Roger Rees']",Mel Brooks,8005
516,"['Gary Oldman', 'Lena Olin', 'Annabella Sciorra']",Peter Medak,2088
517,"['Russell Crowe', 'Daniel Pollock', 'Jacqueline McKenzie']",Geoffrey Wright,10412
518,"['Ashley Judd', 'Todd Field', 'Bentley Mitchum']",Victor Nunez,47889
519,"['Sean Astin', 'Jon Favreau', 'Ned Beatty']",David Anspaugh,14534
520,"['Danny Glover', 'Matt Dillon', 'Rick Aviles']",Tim Hunter,56583
521,"['Cyril Collard', 'Romane Bohringer', 'Carlos López']",Cyril Collard,41878
522,"['Liam Neeson', 'Ben Kingsley', 'Ralph Fiennes']",Steven Spielberg,424
523,"['Brendan Fraser', 'Albert Brooks', 'Dianne Wiest']",Michael Ritchie,35233
524,"['Max Pomeranc', 'Joe Mantegna', 'Joan Allen']",Steven Zaillian,14291
525,"['William Hurt', 'Nathan Yapp', 'Keith Allen']",Chris Menges,103413
526,"['Kate Maberly', 'Heydon Prowse', 'Andrew Knott']",Agnieszka Holland,11236
527,"['Kathleen Turner', 'Sam Waterston', 'Ricki Lake']",John Waters,11592
528,"['Alec Baldwin', 'John Lone', 'Penelope Ann Miller']",Russell Mulcahy,8850
529,"['Anthony Hopkins', 'Debra Winger', 'John Wood']",Richard Attenborough,10445
530,"['Julianne Moore', 'Andie MacDowell', 'Tim Robbins']",Robert Altman,695
531,"['Steve Martin', 'Anne Heche', 'Gabriel Byrne']",Gillies MacKinnon,43535
532,"['Hugh Grant', 'Tara Fitzgerald', 'Sam Neill']",John Duigan,12519
533,"['Will Smith', 'Donald Sutherland', 'Stockard Channing']",Fred Schepisi,23210
534,"['Tom Hanks', 'Meg Ryan', 'Bill Pullman']",Nora Ephron,858
535,"['Sharon Stone', 'William Baldwin', 'Tom Berenger']",Phillip Noyce,867
536,"['Harrison Ford', 'Rutger Hauer', 'Sean Young']",Ridley Scott,78
537,"['Pauly Shore', 'Carla Gugino', 'Lane Smith']",Steve Rash,13203
538,"['Mike Myers', 'Nancy Travis', 'Anthony LaPaglia']",Thomas Schlamme,10442
539,"['Bruce Willis', 'Sarah Jessica Parker', 'Dennis Farina']",Rowdy Herrington,11074
540,"['Nastassja Kinski', 'Ben Kingsley', 'Zohra Sehgal']",Arthur Joffé,33367
541,"['Bob Hoskins', 'John Leguizamo', 'Dennis Hopper']",Annabel Jankel,9607
542,"['Ice-T', 'Rutger Hauer', 'Charles S. Dutton']",Ernest R. Dickerson,17585
543,"['Charlie Sheen', 'Nastassja Kinski', 'James Gandolfini']",Deran Sarafian,9057
544,"['Colm Feore', 'Derek Keurvorst', 'Derek Keurvorst']",François Girard,20967
545,"['Josh Charles', 'Stephen Baldwin', 'Lara Flynn Boyle']",Andrew Fleming,10635
546,"['Danny Elfman', 'Chris Sarandon', ""Catherine O'Hara""]",Henry Selick,9479
547,"['Charlie Sheen', 'Kiefer Sutherland', ""Chris O'Donnell""]",Stephen Herek,10057
548,"['Kurt Russell', 'Val Kilmer', 'Sam Elliott']",George P. Cosmatos,11969
549,"['William Hurt', 'Joanne Whalley', 'Gabriel Byrne']",Heywood Gould,41590
550,"['Christian Slater', 'Patricia Arquette', 'Michael Rapaport']",Tony Scott,319
551,"['James Carville', 'George Stephanopoulos', 'Heather Beckel']",D.A. Pennebaker,26408
552,"['Macaulay Culkin', 'Christopher Lloyd', 'Patrick Stewart']",Joe Johnston,15139
553,"['Leslie Hope', 'Peter Outerbridge', 'Victor Ertmanis']",Jerry Ciccoritti,161158
554,"['Martha Plimpton', 'Kelly Lynch', 'Rutger Hauer']",Jennifer Warren,218473
555,"['Anthony LaPaglia', 'Mimi Rogers', 'Matt Craven']",Mark Malone,85247
556,"['Heather Matarazzo', 'Victoria Davis', 'Christina Brucato']",Todd Solondz,11446
557,"['Miou-Miou', 'Gérard Depardieu', 'Renaud']",Claude Berri,51980
558,"['Tom Berenger', 'William McNamara', 'Эрика Элениак']",Dennis Hopper,24405
559,"['Federico Luppi', 'Ron Perlman', 'Claudio Brook']",Guillermo del Toro,11655
560,"['Eric Stoltz', 'Mary-Louise Parker', 'Ralph Macchio']",Daniel Algrant,11800
561,"['Verónica Forqué', 'Victoria Abril', 'Peter Coyote']",Pedro Almodóvar,8223
562,"['Kim Vithana', 'Jimmi Harkishin', 'Sarita Khajuria']",Gurinder Chadha,14587
563,"['Luke Edwards', 'Timothy Busfield', 'John Ashton']",Andrew Scheinman,31504
564,"['Stellan Skarsgård', 'Jesper Salén', 'Basia Frydman']",Åke Sandgren,41653
565,"['Julie Walters', 'Jim Broadbent', 'Thora Hird']",Richard Loncraine,53185
566,"['Robin Givens', 'Marco Hofschneider', 'Rick Johnson']",Eva Sereny,95743
567,"['Paolo Villaggio', 'Gigio Morra', 'Paolo Bonacelli']",Lina Wertmüller,23637
568,"['Jeremy Davies', 'Benjamin Hendrickson', 'Alberta Watson']",David O. Russell,17600
569,"['Bug Hall', 'Travis Tedford', 'Brittany Ashton Holmes']",Penelope Spheeris,10897
